Publication Number,Title,Abstract,All Claims,First US Classification,All CP Classifications,All IP Classifications
KR20030067974,"Marketing method using the doll and internet","PURPOSE: A marketing method using a doll and the Internet is provided to perform a market survey by applying clothes to be marketed to the doll. CONSTITUTION: Diverse styles of clothes applying to a next season are designed(S4). The decided clothes are made to the clothes(S12). The doll wearing the doll clothes is displayed. The customer&#39;s response to the doll clothes is collected. The clothes to be marketed on the next season are decided based on the customer&#39;s response(S26) which is collected by the doll clothes.","The next step to design a variety of styles of clothes that can be applied to the season, And steps to create the clothes of various styles as determined doll clothing, And wherein the doll making doll clothes are to be worn, And a step of displaying the doll the doll clothing is worn, And irradiating the consumers react to the doll's clothing in various styles, And in correspondence to the consumer behavior determines the style of clothes to be sold in the following season, Marketing method using a doll, comprising the steps of production and sell the clothes for next season's styles will sell for.
 According to claim 1, Marketing method using a doll which comprises production and sales of the same doll clothing styles and clothing to be sold in the following season.
 Steps users connect to the server via the Internet Marketing and; The step of displaying the dolls and doll clothing of different styles to the user terminal; Receive and wear the clothes of the dolls in various styles in the doll, doll clothes, select a favorite style in the heart of the step; And the step of receiving information from the user, Marketing methods using the Internet, comprising the step of storing the user information and the user selected doll clothes in the database.
 4. The method of claim 3, The user will select the most doll clothing is marketing using the Internet as determined by the characteristics of children's clothing sales will be next season",713340000,G06F0017000000,G06F01760000
US4729751,"Doll with attachment means","A doll with fastening means attached to its hands and back to enable the doll to hold objects or to hold on to a mating fastening means attached to another doll. Dolls of the prior art that are capable of holding objects usually have hands that are shaped to hold a rounded object or a rounded portion of an object between the thumb and index finger by means of a resilient clamping action between the thumb and index fingers or by merely creating an interference fit with the object to be held. This type of construction is severely limiting as to the types of objects the doll can grasp and hold onto and with age and wear the dolls hand members attain a permanently stretched apart condition after which the ability to hold objects is greatly diminished or entirely lost. The doll constructed according to the invention has a doll body including a head a torso poriton a pair of arms with hands and a pair of legs with feet as well as doll clothing. A fastening means is attached to the outer surface of at least one of the hands of the doll preferably both. Another fastening means is centrally attached to the outer surface of the clothing covering the rear upper torso portion of the doll. In this fashion the fastening means of a pair of dolls cooperate for a mutually engaging and capturing one another in a holding position in which an arm and hand of one doll is held with its arm around the back of the other doll. The two hands of a doll may also be releasably held together in an alternate embodiment of the invention.","1. In a doll having a doll body including a head, a torso portion, a pair
of arms with hands, a pair of legs with feet, and doll clothing, the
improvement comprising:
fastening means solely of hook material attached to the palm of one hand
and positioned to be easily accessible;
fastening means solely of loop material attached to the palm of the other
hand and positioned to be easily accessible;
fastening means comprising a material having both hooks and loops centrally
attached to the otuer surface of the clothing covering the rear upper
torso portion and positioned to be easily accessible;
said hand fastening means of said doll and said torso fastening measns of
another, similar, doll cooperating for mutually engaging and capturing one
another in a holding position in which an arm and hand of said one doll is
held with its arm around the back of said other doll, thereby enabling a
row of dolls to have alternately engaging fastening means and,
consequently, every doll to have its arms held around the backs of its
adjacent doll or dolls;
said torso portion having a width W at the location of the attachment of
said arms; and
said hand fastening means being attached at a location along said hand
approximately the distance W from said torso fastening means.
2. The doll as claimed in claim 1, wherein said torso fsatening means is
vertically extended along said upper torso portion of a length sufficient
to accommodate the hands of a doll on each side thereof.
3. The doll as claimed in claim 1, wherein said torso fastening means
comprises:
a first vertical length of hook material; and
a second vetical length of loop material adjacent said first vertical
length of hook mateiral; and wherein:
the vertical length of loop material is on the same side of said doll as
said loop material on the hand of the same side; and
the vertical length of hook material is on the same side of said doll as
said hook material on the hand of the same side;
thereby permitting the hand with loop material to readily fasten with hook
material on the back of an adjacent doll, and likewise permitting the hand
with hook material to readily fasten with loop material on the back of an
adjacent doll.
4. The doll as claimed in claim 1 in combination with a writing utensil,
wherein said writing utensil has a fastening means attached means attached
to its barrel and is fastenable with said fastening measn attached to one
of said hands.
5. The doll claimed in claim 1, wherein said first fastening means is
attached to the inner-facing or palm side of said hand.
6. The doll as claimed in claim 1, wherein:
said doll head is designed to be of standard size and shape doll-to-doll,
yet comprising coloring agents and painted facial features that simulate
children of any one of yellow, brown, red, black, or white skinned races;
and
doll's clothing includes a rear, hip pocket accommodating a flag emblem of
the country represented by said facial features.
7. The doll as claimed in claim 1, in combination with a writing utenisil,
wherein said writing utensil has a barrel with a fastening means attached
thereto, and wherein said barrel fastening measn is selected to be of loop
material when said writing utensil is to be held by one of said doll
hands, and is selected to be of hook material when said writing utensil is
to be held by the other of said doll hands.
8. The doll as claimed in claim 1, in combination with a card-like item
having indicia thereon, said card-like item having first and second
fastening means attached near its lateral edges, said first and second
fastening means matingly engageable with corresponding ones of said
fastening means on the hands of said doll, one of said first and second
fastening means being of loop material and the other of hook material;
thereby permitting said doll to simulate the holding of the card in the
dolls two hands to display said indicia in front of the doll's torso.
9. The doll as claimed in claim 8 in combination with a writing utensil
having a barrel portion and a writing portion, wherein said card-like item
has means defining a pair of laterally extending and vertically spaced die
cut slots, said barrel portion being slideable in one slot and out the
other to thereby be fixedly captured in said card-like item and
dispalyable on the same surface of said card containing said card
fastening means.",446268000,"A63H0003360000 | Y10S0446901000",A63H00336000
JP2005052567,"Large-sized doll for ventriloquism and its using method","PROBLEM TO BE SOLVED: To enlarge a conventional doll for ventriloquism and to enable remote operations.SOLUTION: The doll for the ventriloquism performed by holding a doll body with one hand and operating the eyes and lips of the doll with one hand is constituted of a doll head part comprising a supporting rod for fixing the head part of the doll and a holding board with a Velcro fastener for holding the supporting rod a holding rod having the holding boards with the Velcro fastener at both ends for connecting the doll head part and a doll clothes hanger with the Velcro fastener. The large-sized doll is composed by putting clothes on the body arms and feet of the doll on the doll clothes hanger inserting the holding rod to the center opening hole part of the doll clothes hanger tightening it with the Velcro fastener mounting the supporting rod of the doll head part on the tip axial center hole of the holding rod further and tightening it with the Velcro fastener and it is remotely operated.COPYRIGHT: (C)2005JPO&NCIPI","Keeping the doll itself by the hand of one side and attaching with the retention board of the magic band attaching which keeps the support stick and the said support stick which lock the head of the aforementioned doll the eyeball and the lip of the doll operating, in the doll for the ventriloquism which becomes by the hand of one side, and facilities doing and installing the retention board of the magic band attaching which connects with the doll head and the said doll head which become on the both ends the doll clothes of the grip stick and the aforementioned magic band attaching which become the empty to be constituted, in the aforementioned doll clothes the clothes in the body and the hand and foot of the doll grip to the central opening hole of the covering and the doll clothesThe large-sized doll for the ventriloquism which features that at the inserting magic band securing it does the stick, furthermore only mount at the magic band securing does the support stick of the doll head in the advanced shaft center hole of the aforementioned grip stick and becomes. 
In the large-sized doll for ventriloquism of the front section, the large-sized doll for ventriloquism of the claim 1 statement where the fixed stick only the inside facilities the eyeball and the lip which in the support stick it possesses in the doll head the inside facilities it does the wire of the spring attaching which operates in the doll head, the said wire is linked to the operation tool of the trigger attaching which operates with the fingertip and becomes. 
In the large-sized doll for ventriloquism of claim 2 statement, through 2 triggers which are installed in operation tool the large-sized doll for ventriloquism of the claim 2 statement which makes the movement of the eyeball and the lip which it possesses in the doll head unrestricted. 
Claim in the large-sized doll for ventriloquism of 1 and 2 statements, operating 2 triggers with the fingertip with the operation tool where in the knee lifter bell crank of the ventriloquism performance person it mounts the aforementioned large-sized doll in mount, or the doll position stand it grips the support stick which with the left hand it possesses in the doll head and in the advanced shaft center hole of the grip stick time motion grips unrestrictedly in shaking state, with the left hand is connected to the doll head on the one hand with the wire, the eyeball and the lip of the doll usage of the large-sized doll for ventriloquism which features that unrestrictedly it operates operates. 
In the usage of the large-sized doll for ventriloquism of claim 4 statement, while operating the trigger of operation tool with the fingertip of one hand, adjusting to the conversation of ventriloquism, usage of the large-sized doll for ventriloquism of the claim 4 statement which makes the eyeball of the large-sized doll and that you work opening and closing the lip unrestrictedly possible.",446343000,A63H0003360000,A63H00336000
US20040195116,"Display and carrying case for a doll and doll accessories","A display and carrying case for a doll a doll clothing ensemble and doll accessories is provided which includes a container defining an interior space and including transparent side walls. A handle is attached to the top member of the container. The container includes a zipper fastener for when unzipped permitting lifting and pivoting of the top member away from the transparent side walls so as to provide access to the interior compartment of the carrying case. In one embodiment an insert of an x-shaped cross section is disposed in the interior space of the container so as to divide the space into a plurality of sub-compartments. A doll and various doll accessories are separately disposed in different ones of the sub-compartments so as to be visible through the transparent side walls. In another embodiment separate display units are provided.","1. A display and carrying case for at least one doll and doll accessories for at least one doll, said carrying case comprising: 
a container defining an interior compartment and comprising a top member, a bottom member and a transparent side wall portion defining a lateral perimeter; 
a closure provided in an upper portion of said container substantially adjacent to said top member and extending at least partially around the lateral perimeter of the container for, when opened, permitting at least partial separation of said top member from said side walls so as to provide access to said interior compartment; 
a handle attached to said container for carrying said case; and 
a partition assembly, disposed in said interior compartment in said container and comprising a plurality of radiating wall members, for dividing said interior compartment into a plurality of sub-compartments defined between adjacent radiating members such that a doll and doll accessories separately disposed in different ones of said sub-compartments can be viewed through said side wall portion, said partition assembly comprising a plurality of separate display units disposed in side-by-side relation, and each of said display units at least including a pair of side walls such that adjacent side walls of adjacent display units together form one of said radiating wall members. 
2. A carrying case according to claim 1, wherein said transparent side wall portion comprises at least one clear vinyl wall. 
3. A carrying case according to claim 1 wherein said transparent side wall portion comprises a single cylindrical side wall. 
4. A carrying case according to claim 1 wherein said display units each further comprise a back wall, a top wall and a bottom wall, and wherein said side walls are connected to said back, side and top walls and diverge away from each other outwardly from said back wall. 
5. A carrying case according to claim 4 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps. 
6. A carrying case according to claim 4 further comprising a pair of further stiffening members located above and below said top and bottom walls. 
7. A carrying case according to claim 1 wherein said container is of a cylindrical shape, and wherein said plurality of display units comprises six said display units arranged in an annular configuration to form six sub-compartments. 
8. A carrying case according to claim 7 wherein said display units each further comprise a back wall, a top wall and a bottom wall and wherein said side walls are connected to said back, side and top walls and diverge away from each other outwardly from said back wall. 
9. A carrying case according to claim 8 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps. 
10. A carrying case according to claim 9 further comprising a pair of further stiffening members located above and below said top and bottom walls. 
11. A carrying case according to claim 1, wherein a doll is received in one of said sub-compartments so as to be visibly displayed. 
12. A carrying case according to claim 1 1, wherein at least one item of a doll clothing ensemble is received in a second of said sub-compartments so as to be visibly displayed. 
13. A carrying case according to claim 12, wherein at least one doll accessory is received in a third of said sub-compartments so as to be visibly displayed. 
14. A carrying case according to claim 7, wherein a doll is received in each of two ones of said sub-compartments so as to be visibly displayed. 
15. A carrying case according to claim 14, wherein at least two separate clothing ensembles are received in two further of said sub-compartments so as to be visibly displayed. 
16. In combination, at least one doll, doll accessories for the at least one doll and a carrying and display case for the at least one doll and the doll accessories, said case comprising: 
a container defining an interior compartment and comprising a top member, and a bottom member and a transparent side wall portion defining a lateral perimeter; 
a closure provided in an upper portion of said container and extending at least partially around the lateral perimeter of the container for, when opened, permitting at least partial separation of said top member from said side walls so as to provide access to said interior compartment; 
a handle attached to said container for carrying said case; and 
a partition assembly comprising a plurality of separate units each forming a sub-compartment, said units being disposed in side-by-side relation and each of said units at least including a pair of side walls defining a sub-compartment therebetween; 
a doll being disposed in at least one sub-compartment so that said doll is visible through said transparent side wall portion; 
a clothing ensemble for said doll disposed in at least one further sub-compartment so that said clothing ensemble is visible through said transparent side wall portion; and 
doll accessories disposed in at least one further sub-compartment so that said doll accessories are visible through said transparent side wall portion. 
17. A carrying case according to claim 16 wherein said transparent side wall portion comprises a single cylindrical side wall. 
18. A carrying case according to claim 17 wherein said display units each further comprise a back wall, a top wall and a bottom wall, and wherein said side walls are connected to said back, side and top walls and diverge away from each other outwardly from said back wall. 
19. A carrying case according to claim 18 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps. 
20. A carrying case according to claim 19 further comprising a pair of further stiffening members located above and below said top and bottom walls. 
21. A carrying case according to claim 16 wherein said container is of a cylindrical shape, and wherein said plurality of display units comprises six said display units arranged in an annular configuration to form six sub-compartments. 
22. A carrying case according to claim 21 wherein said six display units each further comprise a back wall, a top wall and a bottom wall and wherein said side walls are connected to said back, side and top walls and diverge away from each other outwardly from said back wall, and wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps. 
23. A carrying case according to claim 22, wherein two dolls are received in two different ones of said sub-compartments so as to be visibly displayed.",206216000,B65D0025040000,B65D02504000
US6926152,"Display and carrying case for a doll and doll accessories","A display and carrying case for a doll a doll clothing ensemble and doll accessories is provided which includes a container defining an interior space and including transparent side walls. A handle is attached to the top member of the container. The container includes a zipper fastener for when unzipped permitting lifting and pivoting of the top member away from the transparent side walls so as to provide access to the interior compartment of the carrying case. In one embodiment an insert of an x-shaped cross section is disposed in the interior space of the container so as to divide the space into a plurality of sub-compartments. A doll and various doll accessories are separately disposed in different ones of the sub-compartments so as to be visible through the transparent side walls. In another embodiment separate display units are provided.","1. A display and carrying case for the at least one doll and doll accessories for the at least one doll, said carrying case comprising:
a container defining an interior compartment and comprising a top member, a bottom member and a transparent side wall portion defining a lateral perimeter; 
a closure provided in an upper portion of said container substantially adjacent to said top member and extending at least partially around the lateral perimeter of the container for, when opened, permitting at least partial separation of said top member from said side wall portion so as to provide access to said interior compartment; 
a handle attached to said container for carrying said case; and 
a partition assembly, disposed in said interior compartment in said container and comprising a plurality of radiating wall members, for dividing said interior compartment into a plurality of sub-compartments defined between adjacent radiating members such that a doll and doll accessories separately disposed in different ones of said sub-compartments can be viewed through said side wall portion, said partition assembly comprising a plurality of separate display units disposed in side-by-side relation, and each of said display units at least including a pair of side walls such that adjacent side walls of adjacent display units together form one of said radiating wall members. 
2. A carrying case according to claim 1, wherein said transparent side wall portion comprises at least one clear vinyl wall.
3. A carrying case according to claim 1 wherein said transparent side wall portion comprises a single cylindrical side wall.
4. A carrying case according to claim 1 wherein said display units each further comprise a back wall, a top wall and a bottom wall, and wherein said side walls are connected to said back, bottom and top walls and diverge away from each other outwardly from said back wall.
5. A carrying case according to claim 4 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps.
6. A carrying case according to claim 4 further comprising a pair of further stiffening members located above and below said top and bottom walls.
7. A carrying case according to claim 1 wherein said container is of a cylindrical shape, and wherein said plurality of display units comprises six said display units arranged in an annular configuration to form six sub-compartments.
8. A carrying case according to claim 7 wherein said display units each further comprise a back wall, a top wall and a bottom wall and wherein said side walls are connected to said back, bottom and top walls and diverge away from each other outwardly from said back wall.
9. A carrying case according to claim 8 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps.
10. A carrying case according to claim 9 further comprising a pair of further stiffening members located above and below said top and bottom walls.
11. A carrying case according to claim 1, wherein a doll is received in one of said sub-compartments so as to be visibly displayed.
12. A carrying case according to claim 11, wherein at least one item of a doll clothing ensemble is received in a second of said sub-compartments so as to be visibly displayed.
13. A carrying case according to claim 12, wherein at least one doll accessory is received in a third of said sub-compartments so as to be visibly displayed.
14. A carrying case according to claim 7, wherein a doll is received in each of different two ones of said sub-compartments so as to be visibly displayed.
15. A carrying case according to claim 14, wherein at least two separate clothing ensembles are received in two further of said sub-compartments so as to be visibly displayed.
16. In combination, at least one doll, doll accessories for the at least one doll and a carrying and display case for the at least one doll and the doll accessories, said case comprising:
a container defining an interior compartment and comprising a top member, and a bottom member and a transparent side wall portion defining a lateral perimeter; 
a closure provided in an upper portion of said container and extending at least partially around the lateral perimeter of the container for, when opened, permitting at least partial separation of said top member from said side wall portion so as to provide access to said interior compartment; 
a handle attached to said container for carrying said case; and 
a partition assembly comprising a plurality of separate units each forming a sub-compartment, said units being disposed in side-by-side relation and each of said units at least including a pair of side walls defining a sub-compartment therebetween; 
a doll being disposed in at least one sub-compartment so that said doll is visible through said transparent side wall portion; 
a clothing ensemble for said doll disposed in at least one further sub-compartment so that said clothing ensemble is visible through said transparent side wall portion; and 
doll accessories disposed in at least one further sub-compartment so that said doll accessories are visible through said transparent side wall portion. 
17. A carrying case according to claim 16 wherein said transparent side wall portion comprises a single cylindrical side wall.
18. A carrying case according to claim 17 wherein said display units each further comprise a back wall, a top wall and a bottom wall, and wherein said side walls are connected to said back, bottom and top walls and diverge away from each other outwardly from said back wall.
19. A carrying case according to claim 18 wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps.
20. A carrying case according to claim 19 further comprising a pair of further stiffening members located above and below said top and bottom walls.
21. A carrying case according to claim 16 wherein said container is of a cylindrical shape, and wherein said plurality of display units comprises six said display units arranged in an annular configuration to form six sub-compartments.
22. A carrying case according to claim 21 wherein said six display units each further comprise a back wall, a top wall and a bottom wall and wherein said side walls are connected to said back, bottom and top walls and diverge away from each other outwardly from said back wall, and wherein said top and bottom walls each comprise a central flap and first and second overlapping flaps.
23. A carrying case according to claim 22, wherein two dolls are received in two different ones of said sub-compartments so as to be visibly displayed.",206769000,B65D0025040000,B65D02504000
US20070014194,"Clock with movable numbers having hangers for doll clothers","A clock assembly ( 10 ) having a removable central clock mechanism ( 12 ) with time indicating hands ( 18 20 21 ) is adapted to be mounted on a flat vertical surface ( 26 ) with and separate removable hour disks ( 14 ) having numerals ( 34 ) connected to hanger elements ( 36 ) adapted to be mounted on the vertical surface around the central clock mechanism in correct positions to tell time. Doll clothes ( 40 ) are selectively hung on or removed from the hanger elements behind the numerals.","1. A clock assembly, comprising: 
a central clock mechanism having time indicating hands mounted on a housing having an operating mechanism and at least one opening adapted to selectively and removably hang the housing on a vertical surface; and 
a plurality of separate hour number disks having bodies with hour numbers and hanger portions secured thereto, adapted to be positioned on a vertical surface around the central clock mechanism and have doll outfits hung on or removed from the hanger portions. 
 
2. The clock assembly of claim 1 wherein the central clock mechanism has a front face with a design element thereon. 
 
3. The clock assembly of claim 2 wherein the plurality of separate hour number disks include substantially round bodies with numbers secured to arms extending from a first surface of the bodies, which arms serve as hanging portions for doll clothes. 
 
4. The clock assembly of claim 3 wherein the substantially round bodies have apertures formed therein to enable the separate hour number disks to be removably mounted on a vertical surface. 
 
5. The clock assembly of claim 1 wherein the plurality of separate hour number disks include substantially round bodies with numbers secured to arms extending from a first surface of the bodies, which arms serve as hanging portions for doll clothes. 
 
6. The clock assembly of claim 3 wherein the substantially round bodies have apertures formed therein to enable the separate hour number disks to be removably mounted on a vertical surface. 
 
7. The clock assembly of claim 6 wherein the central clock mechanism has a front face with a design element thereon. 
 
8. A clock assembly, comprising: 
a central clock mechanism having time indicating hands mounted on a housing with a front face and containing an operating mechanism; 
at least one opening formed in the operating mechanism adapted to selectively and removably hang the central clock mechanism on a vertical surface; and 
a plurality of separate hour number disks having bodies with spaced hour numbers secured to doll clothing hanger portions secured thereto, adapted to be positioned on a vertical surface around the central clock mechanism and have doll outfits hung on or removed from the doll clothing hanger portions. 
 
9. The clock assembly of claim 8 wherein the plurality of separate hour number disks include substantially round bodies with the spaced hour numbers secured to arms extending from a first surface of the bodies, which arms serve as the doll clothing hanger portions. 
 
10. The clock assembly of claim 9 wherein the front face has a design element thereon formed around its periphery. 
 
11. The clock assembly of claim 10 wherein the time indicating hands on the central clock has minute, hour and second hands rotatably mounted on the front face. 
 
12. A clock assembly, comprising: 
a central clock mechanism having time indicating hands mounted on a housing with a front face and containing an operating mechanism; 
at least one opening formed in the operating mechanism for removably mounting the central clock mechanism on a vertical surface; and 
a plurality of separate hour number disks having bodies with spaced hour numbers secured to doll clothing hanger portions secured to the bodies; 
the plurality of separate hour number disks removably secured to the vertical surface in positions around the central clock mechanism whereby they indicate the correct time; and 
a plurality of doll outfits selectively hung on hangers and selectively hung on or removed from the doll clothing hanger portions of the plurality of separate hour number disks. 
 
13. The clock assembly of claim 12 wherein the plurality of separate hour number disks include substantially round bodies having apertures therein and wherein the spaced hour numbers are secured to arms extending from a first surface of the bodies, which arms serve as the doll clothing hanger portions. 
 
14. The clock assembly of claim 12 wherein the front face has a design element thereon formed around its periphery.",368223000,"G04B0019106000 | G04B0047020000","G04B02500000 | G04C01700000"
KR200378680,"A paper doll to be have within magnetic","The present design is a simple method of attaching relates to playground equipment to play clothe the clothes paper doll on a plane in particular a magnet clothing with the magnetic force to the doll portion embedded a metal plate by using the property of self-adhering to the metal part magnetic doll clothes with the durability to play clothe the doll&#39;s clothes and shoes and jewelry will play nine batters on. Therefore there is a magnetic coat doll clothing in the present design simply by using the play phrase magnet adopts a method of attaching parts of garments is easy to de-mounting of the garment. It also provides some degree of doll play holes that are also three-dimensional itgie has a uniform thickness of no concern as water in the wet conventional play areas a high utilization is also intended that protection phenomenon is clean in the adhesive does not adhere well. With a useful devised which are the subject innovation can ganpyeonhi itgie be stored in the form attached to the steel plate and easy storage play sphere also increase durability thereof.","In the paper material doll portion, and the doll portion that can make the shoulder, clothing form a bent hook portion and the surface is plane doll of the coated state portion, doll costume play nine-part adhesive clothing made of a material of vinyls , From the figure and the film portion 11, the shape shown in the animal, and the iron plate 12 is a plate body doll portion 10 formed in (13), coupled to the built-in picture film (11); As clothes, shoes, accessories, etc. uibokryu is shown a garment film portion (21), coupled to the garment film portion 21 is formed of a clothing plate 22 with a magnetic force to attach to the doll portion 10 garment part ( 20); Old play coat magnetic doll clothing, characterized in that to attach the garment portion 20 to the doll portion 10 by magnetic force to cause the uibokryu.
 According to claim 1, It said body plate portion 13, Acrylic plate, a rubber plate, sphere play coat magnetic doll clothing characterized in that the selective application of the iron plate 12 to the inside of the silicon plate 30 in the insert molded type.
 According to claim 1, It said body plate portion 13, Old play coat magnetic doll clothes, characterized in that it has a permanent magnet (40) molded on the rear surface thereof.
 According to claim 1, Clothing plate 22 of the garment portion 20, Overlapping portion of the clothing or the upper and lower, and hypogastric shoe is old play coat magnetic doll clothing, it characterized in that it has a garment to film 21 to each other, superimposed free space (60).
 The method of claim 1 or 4, Clothing plate 22 of the garment portion 20, The rubber magnet plate 70 and an acrylic plate, a rubber plate, sphere play coat magnetic doll clothing, characterized in that the production in the form which contains permanent magnet 90 to the interior of the silicon plate (80).",446387000,A63H0003080000,A63H00308000
KR20060067603,"A paper doll to be have within magnetic","The present invention particularly relates to the rides that you can play with paper dolls clothe clothes on the plane the magnets using the magnetic properties of magnetic force which is attached to the metal with the durability to clothe the doll&#39;s clothes and shoes and jewelry to clothing with a convenient way to attach the unit with a built-in magnetic doll dolls dress up to play nine metal plates play relates.  So I&#39;m easy to adopt a method of attaching a garment using a magnetic doll costume play district magnet of the present invention is easily detachable for garment.  In addition itgie has a uniform thickness which also provides a degree of nine three-dimensional doll play and not worry about the water like conventional wet play areas a high utilization invention that prevents dust phenomenon is not well attached to bury the adhesive.  In addition the present invention can be stored into a ganpyeonhi itgie attached to the steel plate and is easy to store play sphere hence durability is also a useful invention that can increase.","paper material wealth and dolls, dolls and shoulders above the planar portion of doll clothing section and the surface is coated while forming a curved hook that can hang on the negative, doll clothes made from the material of the garment-part adhesive vinyls nine batters in the game,  picture showing the shape of a person or animal that film portion (11), the picture portion of the film bonded to the iron plate 11 and 12 formed in the body, and the internal plate 13 doll portion 10 and;  Clothes, shoes, apparel and film section 21 is shown uibokryu such as jewelry, clothing coupled with the film portion (21) and clothing with magnetic plate attached to the doll portion 10 (22) Clothing portion 20 formed by the;  The doll section 10, the clothing portion 20 is attached to the self-magnetic doll clothes Costume characterized in that sphere can cause uibokryu play. 
 according to claim 1,  The body plate (13),  acrylic plate, rubber plate, silicon steel plate on the inside of the plate (30) (12) being selectively applied to the insert molding to form a magnetic doll costume play nine. 
 according to claim 1,  The body plate (13),  magnet is characterized by having a permanent magnet (40) molded on its back nine plays Doll Costume. 
 according to claim 1,  Clothing plate (22) of the garment section 20,  apparel and down, Havok and the overlapping portion of the shoe clothing film 21 is a magnetic doll costume play sphere which is characterized by having a space (60) to be superimposed with each other. 
 The method of claim 1 or 4,  apparel plate (22) of said garment unit 20,  rubber magnet plate (70) or an acrylic plate, rubber, silicone plate magnet produced as claimed in the form which contains permanent magnets (90) on the inside (80) Doll Costume Play nine.",446387000,A63H0003080000,A63H00308000
KR20060067610,"A paper doll to be have within magnetic","The invention particularly relates to toys to play with paper dolls clothe clothes on the plane magnetic magnet with clothes and shoes and durable jewelry doll play clothe them with a simple way to attach a clothing department with a doll on the magnetic properties of a magnetic field using magnetic force that is attached to a metal doll costume play about nine will.  So easy to use magnetic doll dress up game district&#39;s magnet of the present invention employs a method of attaching a garment of clothing is easily detachable.  In addition any provides a constant Because your doll that has a thickness of about three-dimensional sphere there is no worry about wet playing in the water like a conventional phrase a high utilization invention that prevents dust phenomenon is not well attached to bury the adhesive.  Because with the present invention can be stored in the form attached to the steel plate to simplify to facilitate the storage durable accordingly sphere play a useful invention that can also be increased.","paper material wealth and dolls, dolls and shoulders above the planar portion of doll clothing section and the surface is coated while forming a curved hook that can hang on the negative, doll clothes made from the material of the garment-part adhesive vinyls nine batters in the game,  man or figure shape shown in animals and film (11), the sub-picture film doll body parts formed by plate (12) with a combined magnetic field (11) (10);  clothes, shoes, and clothing film 21 uibokryu the city such as jewelry, clothing, coupled to the film 21 is made of a metal plate on the magnetic field, so the doll can become part 10 clothing apparel unit formed by plate (22) (20);  The doll section 10, the clothing portion 20 is attached to the self-magnetic doll clothes Costume characterized in that sphere can cause uibokryu play. 
 according to claim 1,  The body plate (12),  making a rubber magnet (40) or an acrylic plate, a rubber plate, magnetic doll clothing, characterized in that the form of the insert molding a plurality of permanent magnets (50) that is selectively applied to the inside of the silicon plate 30 Play nine batters. 
 according to claim 1,  Clothing plate (22) of the garment section 20,  down clothing or, Havok and the overlapping portion of the shoe clothing film 21 is a magnetic doll costume play phrase that is characterized by having a free space (60) to be superimposed with each other.",446387000,A63H0003080000,A63H00308000
KR200390224,"Paste-it paper doll","Removable sticker type paper doll play can result if the paper doll clothes used to play paper dolls as possible by applying a detachable adhesive on the whole are easy to change without children iphyeoteul peeled off when the clothes on paper dolls. Also apmoseup clothes paper dolls and doll clothes behind the printing on apmoseup behind the back and forth is composed of a set of paper dolls as play tools utilizing double-sided it is possible to improve the educational effectiveness and practicality.","Paper doll to play on paper clothes for dolls, removable adhesive that is free doll clothes have been applied to the entire herd was free to put the paper dolls and paper dolls can be a removable sticker-type products play so surprised.
 Relates to a paper doll play paper dolls and paper dolls clothes for the case of paper dolls, each printed with the body front and back of the model on both sides and, in the case of paper clothes, printed front and back of the clothes, each on a piece of paper dolls by having removable, detachable one-sided paper doll so could see all the behind apmoseup wearing clothes paper doll sticker-type amusement products.
 delete
 The method according to claim 2, doll clothes, doll one-sided removable paper doll to replace the plastic for durability and removable paper clothes convenience of being puppets of paper material goods play.",446072000,A63H0003000000,A63H00300000
