Publication Number,Title,Abstract,All Claims,First US Classification,All CP Classifications,All IP Classifications
CN205321880,"Regularly remind seatpad","The utility model discloses a regularly remind seatpad including the filling layer of laying on the seat inside cotton stuffing linen both ends are provided with left side pad the right side pad of taking in the seat left and right sides respectively about the filling layer the filling layer under set gradually buffer layer vibrations layers the buffer layer is inside to be provided with a plurality of springs the expansion end of spring and filling layer lower extreme facial features even are provided with the bent axle by motor drive in the vibrations layer be provided with a plurality of movable rods on the bent axle during the movable rod inserted the aperture of spring the expansion end of movable rod was provided with the pressure head of hammering filling layer. The utility model discloses can through on the depression bar switch response seatpad whether someone the two time switch of depression bar on -off control the motor drives the bent axle and rotates after the time of predetermineeing to make the movable rod drive pressure head reciprocating motion in the spring the pressure head reminds the people on the seatpad in time to have a rest through the mode of hammering filling layer avoids sedentary occupational disease the utility model discloses convenient and practical the suitability is strong.","1 this utility model claims a timing reminding it comprises seat cushion is set on the chair surface is filled in the ramie cotton fabric in the filling layer wherein the: Filling layer the left and right is respectively set at two ends are on the chair surface the left and right two sides of the left side of the cushion and the right side of mat said filling layer is orderly set with vibration damping layer layer of damping layer is set in inner part of several springs the spring the movable end of the filling layer and the lower end face is connected with the vibration layer is set in the driven by electric motor crank shaft of said crank shaft is set with a plurality of movable rod movable rod is inserted in the spring the hole diameter of the middle of the movable rod moving end is equipped with hammering filling layer the pressure head.
According to claim 1 said time reminding seat cushion wherein the: Said electric motor is set on the left side or right side of the cushion pad.
According to claim 1 said time reminding seat cushion wherein the: Of said main shaft of electric motor through shaft coupling is connected with the crank shaft.
4 according to claim 1 said time reminding seat cushion wherein the: Said press head is formed in the gas * 
5 according to claim 1 said time reminding seat cushion wherein the: The said filling layer is equipped with a plurality of pressure lever switch.
6 according to claim 5 wherein said this utility model claims a timing reminding seat cushion wherein the: Of said pressing pole the switch is set at the filling layer four corners of the central position and.
7 according to claim 1 said time reminding seat cushion wherein the: The left side of the cushion or the right side of cushion is set in the double timed switch.",297032000,A47C0027120000,"A47C02712000 | A47C03112000 | A61H02302000"
CN205411457,"Welding protective mask","The utility model discloses a welding protective mask including the face guard body be provided with perspective window and fixed band on the face guard body the perspective window includes from outer transparent lens automatic filter glass and the screening glass who sets gradually in to be provided with the connecting band between fixed band and the face guard body face guard body edge is provided with bordures is provided with cotton stuffing in borduring still is provided with the gauze mask on the face guard body and the gauze mask designs for the intermediate layer is provided with the filter layer in the intermediate layer of gauze mask is provided with antifog baffle between gauze mask and the perspective window. The utility model discloses structural design is novel equitable and the cost is lower but the luminance of automatically regulated welding face guard can stop effectively that infrared ray and ultraviolet pass through reaches the purpose of guardian&#39;s eye and fine observation welding seam simultaneously through controllable bright dark change unite two into one the function of gauze mask with the welding face guard harmful gas is to the injury of operative employee&#39;s health when having solved welding operation.","1 a welding protective mask it comprises face mask main body the face shield main body is set with perspective window and fixed belt wherein the: Said perspective window comprising from inside to outside is orderly set with the transparent lens automatic light filter lens and the goggles lens and said fixing belt and the face mask main body is set between the surface of the belt is connected with the cover edge of main body is set with wrapping wrapping is set in the filling cotton face mask main body is set on the respirator mask is interlayer the design of the opening of the cover is set in the interlayer of the filter layer interface cover and the perspective window is set between the baffle plate anti-fog.
According to claim 1 said welding protection mask wherein the: Said fixing belt and connection belt it is made of elastic material.",002008100,A61F0009060000,A61F00906000
CN205827954,"Nylon headset wire prevents splitting","The utility model discloses a nylon headset wire prevents splitting this nylon headset wire prevents splitting be including two enameled wires setting up side by side the enameled wire includes conductor and insulating layer insulation layer package is in the periphery of conductor the first fracture layer of preventing is being wrapped up to two enameled wire peripherys that set up side by side nylon layer is being wrapped up to the first layer periphery of preventing splitting the nylon layer periphery is being wrapped up the second and is being prevented the fracture layer the second is prevented fracture layer periphery and is being wrapped up the polyvinyl fluoride resin layer a cotton stuffing fiber filled thing in the middle of two enameled wires and the first layer of preventing splitting. The utility model provides a nylon headset wire prevents splitting the design is unique and it is good to possess strong the stand wear and tear ability of the breaking property of preventing ability receives in the open air lower time of exposure to the Sun in the headset wire long -term exposure can effectively prevent headset wire fracture aging damage prolongs headset wire&#39;s life reduces user&#39;s economic loss.","1 this utility model claims a rupture preventing nylon earphone wire wherein the: The rupture preventing nylon earphone wire comprising abreast set on the two ends of enameled wire said enamelled wire comprises a conductor and insulating layer said insulating layer is covered on the conductor the outer circumference of the; Said are set on the two ends of enameled wire is wrapped the outer circumference of the first rupture preventing layer said first rupture preventing layer periphery covered by the nylon layers of the nylon layer periphery covered along the second rupture preventing layer said second rupture preventing layer bidentata bo zhou cover the polyvinyl fluoride resin layer; The two lacquered wire and the rupture preventing layer is filled in cotton fibre filling material; The rupture preventing nylon earphone wire of the cross section of the diameter is more than 5 mm said first rupture preventing layer the thickness of 0.4mm 0.6mm; The nylon layer the thickness of 0.4mm 0.6mm; Said second rupture preventing layer has a thickness for 0.3mm 0.5mm; Said polymer fluorinated ethylene rare resin layer the thickness of 0.2mm 0.4mm.
According to claim 1 said rupture preventing nylon earphone wire wherein the: Said rupture preventing nylon earphone wire of the cross section of a diameter of 4mm; Wherein said first rupture preventing layer the thickness of 0.5mm and the nylon layer the thickness of 0.5mm and the second rupture preventing layer the thickness of 0.4mm said polymer fluorinated ethylene rare resin layer has a thickness for 0.3mm.
According to claim 1 said rupture preventing nylon earphone wire wherein the: Said first rupture preventing layer and the second rupture preventing layer is composed of ultra-high molecular weight polyethylene fibre into.
4 according to claim 1 said rupture preventing nylon earphone wire wherein the: Said nylon layer is nylon yarn knitted.
5 according to claim 1 said rupture preventing nylon earphone wire wherein the: The polyvinyl fluoride resin layer after heat pressing firmly pasted on said second layer of the rupture preventing.
6 according to claim 1 said rupture preventing nylon earphone wire wherein the: Said second rupture preventing layer after heat pressing firmly pasted on said nylon layer is.
7 according to claim 1 said rupture preventing nylon earphone wire wherein the: The nylon layer after heat pressing firmly pasted on said first layer of the rupture preventing.",174008000,H01B0007040000,"H01B00704000 | H01B00717000"
CN205868261,"Meticulous reation kettle that uses of chemical industry","The utility model belongs to the technical field of the meticulous equipment of chemical industry and a meticulous reation kettle that uses of chemical industry is disclosed including the landing leg and the cauldron body landing leg top and cauldron body fixed connection cauldron body bottom is equipped with the discharge gate the discharge gate top is equipped with the temperature that is used for placing the thermometer and detects the mouth discharge gate one side is equipped with the guide plate be equipped with the liquid level switches district of making by transparent material on the cauldron body cauldron body top is equipped with air vent and feed inlet cauldron body top is equipped with the motor motor bottom and agitator shaft connection be equipped with stirring vane on the (mixing) shaft the internal portion of cauldron is equipped with the strengthening rib. The utility model discloses a set up the strengthening rib can make the structure firmer through setting up the cavity to set up cotton stuffing in that the cavity is inside can play noise reduction and heat retaining effect through setting up the guide plate can be conveniently discharge the liquid of cauldron internal portion through setting up the liquid level switches district can conveniently observe the liquid level height of the internal portion of cauldron.","1 a chemical reaction kettle for refining comprises a supporting leg and kettle body wherein said supporting leg top of the kettle body is fixedly connected with the kettle body is set on the bottom part of the outlet of said discharge hole is set at the top part of which is used for putting the thermometer a temperature detecting mouth of said discharge hole is set at side of said guide plate is set on the kettle body is made of transparent material the liquid level display area the top of kettle body is set with air through hole and inlet opening of the said kettle body is set at the top part of the electric motor said electric motor the bottom of the stirring shaft connected with the stirring shaft stirring blade is set on the said kettle body is equipped with reinforcing rib the reinforcing rib side and fixedly connected with the pillar the supporting pole is set with several each two said supporting post there is cavity between the
According to claim 1 said chemical reaction kettle for fine wherein said stirring shaft through the screw bolt and the stirring blade is dismountable connection.
According to claim 1 said chemical reaction kettle for fine wherein said strengthening rib made of steel material is made into.
4 according to claim 1 said chemical reaction kettle for fine wherein said guide plate and the kettle body is fixedly connected with the.
5 according to claim 1 said chemical reaction kettle for fine wherein said hollow cavity in the inner part of the warm cotton filled.",422134000,B01J0019180000,B01J01918000
CN205943539,"Anti ultraviolet nylon headset wire","The utility model discloses an anti ultraviolet nylon headset wire this anti ultraviolet nylon headset wire be including two enameled wires setting up side by side the enameled wire includes conductor and insulating layer insulation layer package is in the periphery of conductor an ultraviolet resistance layer is being wrapped up to two enameled wire peripherys that set up side by side nylon layer is being wrapped up to an ultraviolet resistance layer periphery the 2nd ultraviolet resistance layer is being wrapped up to the nylon layer periphery the polyvinyl fluoride resin layer is being wrapped up to the 2nd ultraviolet resistance layer periphery two middle cotton stuffing fiber filled things of an enameled wire and an ultraviolet resistance layer. The utility model provides an anti ultraviolet nylon headset wire the design is unique and it is good to possess strong the stand wear and tear ability of ultraviolet resistance receives strong ultraviolet irradiation lower time in the open air in the headset wire long -term exposure can effectively prevent headset wire aging damage and extension headset wire&#39;s life reduces user&#39;s economic loss.","1 this utility model claims an ultraviolet resistant nylon earphone wire wherein the: The ultraviolet resistant nylon earphone wire comprising abreast set on the two ends of enameled wire said enamelled wire comprises a conductor and insulating layer said insulating layer is covered on the conductor the outer circumference of the; Said are set on the two ends of enameled wire is wrapped the outer circumference of the first ultraviolet resistant layer said first ultraviolet resistant layer periphery covered by the nylon layers of the nylon layer periphery covered along the second ultraviolet resistant layer said second ultraviolet resistant layer wrapped the outer circumference of polyvinyl fluoride resin layer; The two lacquered wire and the first resisting ultraviolet radiation layer is filled in cotton fibre filling material; The ultraviolet resistant nylon earphone wire diameter of the cross section of 5nm is 3 mm said first ultraviolet resistant layer the thickness of 0.5mm 0.7mm; Said nylon layer has a thickness for 0.3mm 0.5mm; Said second ultraviolet resistant layer the thickness of 0.2mm 0.4mm; Said polymer fluorinated ethylene rare resin layer the thickness of 0.2mm 0.4mm.
According to claim 1 wherein said ultraviolet resistant nylon earphone wire wherein the: Said ultraviolet resistant nylon earphone wire of the cross section of a diameter of 4mm; Wherein said first ultraviolet resistant layer the thickness of 0.6mm the nylon layer the thickness of 0.4mm said second ultraviolet resistance layer has a thickness for 0.3mm the polyvinyl fluoride resin layer has a thickness for 0.3mm 501 st
According to claim 1 or 2 wherein said ultraviolet resistant nylon earphone wire wherein the: Said nylon layer is nylon yarn knitted.
4 according to claim 1 or 2 wherein said ultraviolet resistant nylon earphone wire wherein the: The polyvinyl fluoride resin layer after heat pressing firmly pasted on said second ultraviolet resistance layer is.
5 according to claim 1 or 2 wherein said ultraviolet resistant nylon earphone wire wherein the: Said second ultraviolet resistant layer after heat pressing firmly pasted on said nylon layer is.
6 according to claim 1 or 2 wherein said ultraviolet resistant nylon earphone wire wherein the: The nylon layer after heat pressing firmly pasted on said first ultraviolet resistance layer is.",307095000,Y02A0030140000,"H01B00728000 | H01B00342000 | H01B00344000 | H01B00717000"
CN206043707,"Soft bag of accomodating of handle","The utility model relates to a soft bag of accomodating of handle: including accomodating a bag body accomodate bag body and make up top four square bag body of open -ended by the linen a handle is extended to a bag body opening each side respectively extends a pkt. Flap around the bag body the pkt. Flap is equipped with wooden button at the back preceding pkt. Flap is equipped with fixed rope fixed rope light around wooden button with fixed pkt. Flap the bag is internal makes up into a plurality of wall bags that are used for holding the teacup by the linen all around other joins in marriage a loose area that separates and accomodates in order to adapt to teapot not of uniform size the utility model discloses the linen adopts bilayer structure cotton stuffing wadding interlayer inside and a plurality of spaces are separated into in the bag to soft comfortable taking precautions against earthquakes make every teapot and teacup all have an own accommodation space and the parting bead of loose design adapt to teapot not of uniform size and takes in and the protection tea set does not receive the damage and is practical convenient saves space and the handle is tied up to convenient taking in manual one -tenth knot the handbag use still can be treated as to nimble convenience and the convenient to carry that travels outdoors beautifully has the characteristic.","1 a handle of soft type collecting bag: Comprises collecting bag main body wherein: Collecting bag main body is composed of the flax cloth is sew into the upper part of opening of the square bag body bag body opening the left and right sides of each extending a handle the front and back bag body respectively extends a bag cover the back of the bag cover is set with wood button the front of the bag cover is set with fixed rope fixing rope is winding wood button to fix the bag cover bag body is around by the flax cloth is sew into many used for containing tea cup separating bag and a strip of isolation belt flexibly so as to adapt to different sizes the tea pot containing.
2 according to claim 1 wherein said first handle of soft type collecting bag: Wherein: Said main body flax fabric completely adopts the double-layer structure inner filling cotton wadding interlayer.
3 according to claim 1 wherein said first handle of soft type collecting bag: Wherein: Of said handle is composed of the bag body on the upper part of the left and right side extending portion which becomes smaller gradually at the tail end of the rabbit ear shape of the handle.
4 according to claim 1 wherein said first handle of soft type collecting bag: Wherein: Said bag cover bag body is composed of front and back are respectively extended to the lower part of square is set on the triangular bag cover.",016041000,A45C0003000000,"A45C00300000 | A45C01302000"
CN206043708,"Lotus flower type is restrainted mouth and is accomodate bag","The utility model provides a lotus flower type is restrainted mouth and is accomodate bag: including four square bag body of top opening it restraints a mouthful cylindric pouch to be equipped with in the middle of the bag body bottom be used for accomodating the teapot it makes into a plurality of wall bags that are used for holding the cup by the linen all around be equipped with above four square bag body openings and restraint a mouthful device restraint mouthful ingenious design of department pull sealing rope draws in the sack in the sack demonstrates the lotus molding bring fine visual sensation the linen adopts bilayer structure cotton stuffing wadding interlayer inside soft comfortable taking precautions against earthquakes separate into a plurality of partition space in the bag make every teapot and teacup all have the accommodation space of oneself the unexpected friction of colliding with of buffering in the great degree the protection tea set does not receive the damage it is dustproof clean simultaneously practice and convenience and space is saved convenient accomodating convenient to carry travels outdoors.","1 a lotus flower shaped beam opening containing bag: Comprises an upper opening of square bag body wherein: Bottom part is set in the middle of the beam opening the cylindrical bag is used for containing around the teapot by the flax cloth is sew into many is used for holding the cup separating bag at the four square bag body opening is set on upper part of the beam opening device.
2 according to claim 1 said bundle port lianhua model collecting bag wherein: Said beam outlet device includes the square bag body opening the upper part of the four pieces of isosceles triangle flax cloth the four pieces of the isosceles triangle flax fabric folding outwards from the crease i centimetre away a strip of sewing line pressing the four pieces of isosceles triangle flax fabric turning towards outside of crease marks and the sewing line is formed through rope passage sealing line passing through the passage drawing it can be folded bag body opening.
3 according to claim 1 said bundle port lianhua model collecting bag wherein: Said sewing square bundle port of bag body the cylindrical bag and separating the bag the flax fabric completely adopts the double-layer structure inner filling cotton wadding interlayer.
4 according to claim 1 said bundle port lianhua model collecting bag wherein: Said sewing device beam opening of flax fabric uses the double layer structure.",016041000,A45C0003000000,A45C00300000
CN206043709,"Rigid bag of accomodating of handle","The utility model relates to a rigid bag of accomodating of handle: including accomodating a bag body to accomodate bag body and make up top four square bag body of open -ended by the linen a handle is extended to a bag body opening each side respectively makes up a pkt. Flap around the bag body around and two pkt. Flaps are connected by taking the button and the internal wall piece of being made up by the linen of bag becomes a plurality of partition space that are used for holding teapot and teacup to space separation the utility model discloses a linen adopts bilayer structure cotton stuffing wadding interlayer and hard composite sheet inside the hard strong compressive capacity of composite sheet third dimension is good the cotton fibre interlayer is soft comfortable to take precautions against earthquakes separate into a plurality of spaces in the bag make every teapot and teacup all have the accommodation space of oneself the protection tea set does not receive the damage close stereoplasm inner bag and outer bag as an organic wholely practice and convenience and space is saved convenient accomodating tie up the handle manual one -tenth knot and high flexibility and high convenience are obtained still can use as the handbag convenient to carry travels outdoors beautifully has the characteristic.","1 a handle hard collecting bag: Comprises collecting bag main body wherein: Collecting bag main body is composed of the flax cloth is sew into the upper part of opening of the square bag body bag body opening the left and right sides of each extending a handle the front and back bag body is sewn a bag cover bag front and back cover is composed of button are connected with the bag body by the flax cloth is sewed on the heat fragment the air is divided into several used for holding teapot and teacup the separating space is.
2 according to claim 1 said handle bag and hard type: Wherein: Of said separating space of the array is divided into two rows of the array into two separate space and the other row are six small partition space.
3 according to claim 1 said handle bag and hard type: Wherein: Of said handle is composed of the bag body on the upper part of the left and right side extending portion which becomes smaller gradually at the tail end of the rabbit ear shape.
4 according to claim 1 said handle bag and hard type: Wherein: Of said bag cover is composed of inner cover and the outer cover inner cover is hard square bag cover the outer cover is double-layer flax sewing outer cover and inner cover is matched with the longitudinal convex the ratio of the inner cover a sheet of triangle cloth on the triangle cloth sheet is set with one button.
5 according to claim 1 said handle bag and hard type: Wherein: Said sewing square bag body and partition sheet of the inner cover flax fabric and they all adopt the double layer structure is filled in the batting and compound plate hard.
6 according to claim 1 said handle bag and hard type: Wherein: Of said handle part adopts double layers of flax layer structure.",016041000,A45C0003000000,"A45C00300000 | A45C01300000 | A45C01302000 | A45C01326000"
CN206062394,"Sport backpack with waterproof sun -proof function","The utility model relates to a back of the body bag design field concretely relates to sport backpack with waterproof sun -proof function including inclusion and braces the braces both ends with the inclusion both sides are connected the inclusion adopts the inclusion cloth to make the inclusion cloth is to interior waterproof coating sun -proof coating outer lining cloth cotton stuffing and the interior lining cloth of including in proper order outside the inclusion the inclusion is provided with waterproof inner bag waterproof inner bag setting is in inside the inclusion back waterproof inner bag only the sack with the inclusion is connected the internal surface of waterproof inner bag is provided with the waterproof coating. The utility model has the advantages of being scientific and reasonable in structure through setting up waterproof coating and sun -proof coating improve sport backpack&#39;s waterproof sun -proof performance prolong sport backpack&#39;s life through setting up waterproof inner bag keep apart wet thing other article of avoiding making dirty use more hygiene and health.","1 the invention claims a waterproof and sun the function of sport shoulder bag wherein it comprises bag body and back belt the strap the two ends of the said bag body connected with the two sides said bag body is made of cloth bag body is made of said bag body material from outside to the inside bag body orderly comprises a water-proof coating of the sun-screen coating outer layer of lining cloth is filled with cotton and the inner lining cloth said bag body is equipped with waterproof inner bag said waterproof inner bag is set on said bag body back face at the inner part of the said waterproof inner bag bag opening only the said bag body is connected with the said waterproof inner bag is set on the inner surface of water-proof coating.
According to claim 1 said has the advantages of waterproof and sun the function of sport shoulder bag wherein said bag body is also set with main bag and secondary bag the waterproof inner bag is set on said main bag the back of the inner part of said main bag is set on said main bag front.
According to claim 1 said has the advantages of waterproof and sun the function of sport shoulder bag wherein said bag body is also  is set with the side bag said side bag is set on said bag body side surfaces.",016041000,A45C0003000000,"A45C00300000 | A45C01300000 | A45F00304000"
CN206123601,"Prevent leaking double -deck cabinet wall safety cabinet","The utility model relates to a safety cabinet especially prevent leaking double -deck cabinet wall safety cabinet it includes the cabinet physically the cabinet body adopts double -deck cabinet wall structure explosion -proof cotton stuffing fills between the double -deck cabinet wall be equipped with the tripe bleeder vent on the cabinet door of the cabinet body the internal interior cabinet that is used for placing insulating tool that is equipped with of cabinet the internal temperature and humidity regulating apparatus that still is equipped with of cabinet be equipped with inside temperature and humidity detector in the interior cabinet be equipped with touch -sensitive screen operating button outside temperature and humidity detector and alarm on the front end terminal surface of cabinet body top the touch -sensitive screen is connected with the microcomputer through double -deck cabinet wall structure including still is equipped with interior cabinet in double -deck cabinet wall structure to be equipped with the tripe bleeder vent that is used for the pressure release at the cabinet door make this structure no matter inside explosion or outside explosion all can reduce the damage of other party including the cabinet can also prevent with reporting to the police that inside liquid from leaking through the real -time detection of temperature and humidity when having objects such as placing the liquid storage pot.","1 leak resistance double-layer wall of cabinet of safety cabinet wherein the: It comprises cabinet body said cabinet body uses the double layer structure of the cabinet wall of said double layer is filled between the cabinet wall and explosive filling cotton said cabinet body cabinet door is equipped with louvered air hole is set in said cabinet body is used for putting the inner insulating tool cabinet said cabinet body is also set in the temperature and humidity adjusting device of said inner container is set in the inner temperature humidity detector said cabinet body top end face of the front end of is set on the touch screen operating button the outer part of the temperature and humidity detector and alarm; Said touch screen is connected with the microcomputer.
According to claim 1 wherein said leak-proof double layer wall of cabinet of safety cabinet wherein the: Said microcomputer equipped with rj-45 remote communication interface.
According to claim 1 wherein said leak-proof double layer wall of cabinet of safety cabinet wherein the: Said cabinet door is set with electronic coded lock of said electronic coded lock is installed at one side of the temperature controlling display.",144287000,B25H0003020000,B25H00302000
CN206150900,"Explosion -proof type intelligence medicine cabinet that takes a breath","The utility model relates to a medicine cabinet especially explosion -proof type intelligence medicine cabinet that takes a breath it includes the cabinet body over -The -Counter door plays cabinet door air exhauster and air inlet fence the cabinet body is double -deck cabinet wall&#39;s cube cabinet body top is equipped with the air exhauster the internal adaptive control system that is equipped with of cabinet adaptive control system includes infrared inductor signal processing circuit board and motor control circuit board infrared reactor setting is on cabinet body front end terminal surface signal processing circuit board is connected to the infrared inductor wire the motor control circuit board is connected to the signal processing circuit board wire the air exhauster is connected to motor control circuit board wire. Adopt adaptive control system to air exhaust on the basis of VAV system through install the inductor on the cabinet body whether someone is close to in the monitoring works as someone the close convulsions of then strengthening then reduces the wind speed when unmanned being close to ability energy saving and emission reduction adopt double -deck cabinet wall it has explosion -proof cotton stuffing to fill can effectively protect the user.","1 explosion proof type intelligent ventilation medicine cabinet wherein the: It comprises cabinet body the upper cabinet door the lower cabinet door exhaust fan and air intake fence said cabinet body is double layer cabinet wall of the cube the cabinet body front end surface is set on the upper part of the upper cabinet door is set at the lower part of the lower cabinet door said upper cabinet door and lower cabinet door is unlocked explosion door wherein the upper cabinet door the left and right two doors are set on the explosion-proof glass the one side of the cabinet body is set at the lower part of air intake fence said cabinet body is set on the top of the exhaust fan; Is set in said cabinet body self adapting control system said adaptive control system comprises infrared sensor signal processing circuit board and the electric motor control circuit board said infrared reactor is set on the cabinet body the upper end face of the front end of said infrared inductor guide wire is connected with the signal processing circuit board said signal processing circuit board leading wire is connected with the motor control circuit board the motor control circuit board leading wire is connected with the exhaust fan.
According to claim 1 said explosion proof type intelligent ventilation medicine cabinet wherein the: Said cabinet body is also set in the system of vav.
According to claim 1 said explosion proof type intelligent ventilation medicine cabinet wherein the: The upper cabinet door and lower cabinet door are comprised of double layer armor plate and the double layer armor plate is filled between the cotton is filled with explosion-proof.
4 according to claim 1 said explosion proof type intelligent ventilation medicine cabinet wherein the: The upper cabinet door and lower cabinet door of the handle is transversely set with the cabinet door is formed as a whole.
5 according to claim 1 said explosion proof type intelligent ventilation medicine cabinet wherein the: Said cabinet body is set on the bottom part of several foot the foundation of corrosion resistant ground.",312245000,A47B0067020000,A47B06702000
CN206462508,"High -grade lady's shoes of adjustable sole height","The utility model discloses a high -grade lady&#39;s shoes of adjustable sole height fill up and the lifter including an elasticity shoes section of thick bamboo vamp adjusting knob heel activity an elasticity shoes section of thick bamboo and vamp are fixed through sewing up and the vamp fixes in the below of an elasticity shoes section of thick bamboo through the adhesion the below of vamp is fixed with waterproof platform and the toe cap setting is on the right side of waterproof platform be provided with the heel between an elasticity shoes section of thick bamboo and the heel and bend through shoes between heel and the waterproof platform and be connected the adjusting knob is installed on the outer wall of heel and adjusting knob and fixed slot fixed connection be provided with the draw -in groove on the fixed slot the draw -in groove is identical with fixed tooth fixed tooth setting is in the outer wall both sides of lifter and the lifter is connected with the dead lever. The utility model discloses a high elasticity shoes section of thick bamboo can be worn by shoes more switches at will between a long section of thick bamboo a well section of thick bamboo and a short section of thick bamboo and this lady&#39;s shoes&#39;s heeled height is adjustable has cotton stuffing pad and blotter after highly increaseing can reduce the uncomfortable of foot and feel.","1 the invention claims an adjustable shoe sole the height of the document comprises a female shoe elastic shoe the shoe surface of the regulating knob shoe heel the active cushion and the lifting rod wherein the: Said elastic shoe sleeves of the shoe surface through the suture and fixing and
 Shoe surface through the adhesive is fixed on the elastic shoe cylinder the lower part of said vamp and the lower part of the fixed with the water table and the shoe
 Needlepoint are set in the waterproof of the right side of said elastic cylinder and the shoe heel is set between the heel and shoe heel
 And the water table is set between the shoe bow is connected with the adjusting button is installed on the shoe heel is on the outer wall of the adjusting button
 And the fixed groove is fixed connected with said fixing groove according with blocking groove is set on the locking groove and fixed tooth matched with the phase i3
 Said fixed tooth is set on the lifting rod the outer wall of the two sides of the lifting rod connected with the fixing rod i5 connected with said fixing
 Groove is set on the top of the movable cushion the active cushion is set on the upper part of the shoe bow
According to claim 1 the invention claims an adjustable shoe sole the height of the gear and female shoes wherein: Said elastic shoe sleeves  is set with the side zipper   and the side zipper is set on the adjusting button is set on the top of the ; Said elastic shoe sleeves  is set on the top of the cylinder mouth.
According to claim 1 the invention claims an adjustable shoe sole the height of the gear and female shoes wherein: The shoe tip is installed in the buffer pad. _
4 according to claim 1 the invention claims an adjustable shoe sole the height of the gear and female shoes wherein: Said movable * the shoe bow is filled between the filled with cotton cushion. 5 according to claim 1 the invention claims an adjustable shoe sole the height of the gear and female shoes wherein: Said adjusting knob lifting rod fixing gear i3 and the fixing rod is installed in the heel.",036000000,A43B0021240000,"A43B02124000 | A43B00300000 | A43B02136000"
SU110298,"Cottoncutter machine",,"1. A field choning machine, having a hopper mounted on a heat basket with a screw equipped with a control mechanism, characterized in that, in order to mechanize the cotton stuffing process in bags with simultaneous cleaning and drying, it is equipped transporting device, made in the form of a fan driven by a common drive, which has a suction articulated pipe and is connected to a bunker by an injection pipe.
2. The machine according to claim 1, characterized in that it employs a clutch and a chain drive for rotating the auger from a common drive.
3. The machine according to claim 1, characterized in that the screw control mechanism is implemented in the form of a manual lever-screw transmission, kinematically connected with the clutch.",056004991,A01D0046140000,A01D04614000
CN205614611,"A multi -functional insulating hammer for high voltage power distribution net maintenance operation","The utility model discloses a multi -functional insulating hammer for high voltage power distribution net maintenance operation including parts such as insulating tup handle insulating box spanner head screwdriver tolerant groove and self -collapsing gate. The main advantages of this insulation hammer has: 1. Be detachable with the design of the connection between screwdriver and the handle can dismantle when not using the screwdriver and get off to leave in tolerant inslot can effectively prevent the accidental injury of operation and improve the convenient operation degree 2. The tolerant groove that is used for depositing various smallclothes instruments has specially been designed on the handle for the instrument that insulating hammer can carry is not limited to screwdriver and box spanner head and application range is wider 3. Designed dedicated semi -automatic self -collapsing gate and attached fitting can prevent effectively that the article of tolerant inslot from dropping and simple structure convenient operation 4. Through flexible thing such as spend at tolerant inslot cotton stuffing the collision problem of tolerant inslot smallclothes instrument when using insulating hammer has effectively been solved.","1 for high voltage distribution network repairing work of multifunctional insulating hammer includes hammer head of insulating handle insulating sleeve spanner head and screw driver said insulating hammer head is connected with handle insulating sleeve spanner head is fixedly connected on the insulating on the back surface of the hammer head wherein said handle is set at the bottom of which is used for mounting screws of the cutting knife installation hole and is used for mounting bolt the screw thread hole of the screwdriver is set on one end of the through hole; Of said handle is set at the middle part of containing groove and the containing groove matching with the use of the turning board door panel turnover gate the fixed end of the through spring shaft is connected with the handle the free end is set with a locking groove; Said containing groove is set at upper part of the locking groove matching with the use of the slide block and to avoid the groove slide block connected with each other through spring in the groove is set on the side wall of the; Said one end of the slide block is fixedly connected with the manual unlocking component.
According to claim 1 said for high voltage distribution network repairing work of multifunctional insulating hammer wherein when the screwdriver is installed in the state out of through hole the position of the screw thread hole is corresponding to the position of.
According to claim 1 said for high voltage distribution network repairing work of multifunctional insulating hammer wherein said containing groove on the upper part of the handle is set on the surface of the sliding groove manual unlocking device is installed on the sliding groove in sliding way.
4 according to claim 1 said for high voltage distribution network repairing work of multifunctional insulating hammer wherein said avoiding of the groove length is larger than the length of the slide rod.
5 according to claim 1 said for high voltage distribution network repairing work of multifunctional insulating hammer wherein said containing groove is filled with flexible buffering material.
6 according to claim 5 wherein said for high voltage distribution network repairing work of multifunctional insulating hammer wherein said slide block and the cross section of it is triangular.",007167000,B25F0001020000,"B25F00102000 | B25G00108000 | H02G00100000"
